Rank,School,Games,Wins,Losses,Win_Pct,SRS,SOS,Conf_W,Wins,Losses,Column_11,Wins,Losses,Home_L,Wins,Losses,Column_17,Points_For,Points_Against,Points_Dummy,Minutes_Played,FG,FGA,FG_Pct,3P,3PA,3P_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,Season,NCAA_Tournament
132,Little Rock,28,4,24,0.143,-12.17,-2.78,,1,15,,4,11,,0,13,,1885,2148,,1120,662,1493,0.443,182,505,0.36,379,551,0.688,268.0,851,329,151,60,424.0,578.0,2000,False
133,Long Beach State,30,24,6,0.8,8.81,-0.87,,15,1,,13,1,,10,2,,2435,2060,,1205,884,1784,0.496,187,515,0.363,480,698,0.688,387.0,1094,472,280,128,455.0,550.0,2000,False
134,Long Island University,27,8,19,0.296,-16.4,-7.94,,5,13,,3,7,,4,11,,1719,1920,,1095,669,1620,0.413,111,395,0.281,270,439,0.615,322.0,946,333,241,98,452.0,418.0,2000,False
135,Louisiana NCAA,34,25,9,0.735,2.36,-1.58,,13,3,,12,2,,9,4,,2441,2301,,1360,880,2047,0.43,200,601,0.333,479,778,0.616,508.0,901,496,271,115,,212.0,2000,True
136,Louisiana State NCAA,34,28,6,0.824,18.9,5.78,,12,4,,15,1,,5,3,,2578,2132,,1360,915,1880,0.487,196,558,0.351,552,858,0.643,448.0,1373,503,313,180,593.0,549.0,2000,True
137,Louisiana Tech,29,21,8,0.724,1.81,-4.09,,12,4,,10,1,,10,6,,2111,1940,,1160,746,1677,0.445,172,475,0.362,447,671,0.666,370.0,1086,312,199,95,408.0,628.0,2000,False
138,Louisiana-Monroe,28,19,9,0.679,-1.92,-5.85,,13,5,,12,3,,7,6,,2195,2064,,1135,779,1791,0.435,171,519,0.329,464,645,0.719,366.0,1173,443,225,207,481.0,493.0,2000,False
139,Louisville NCAA,31,19,12,0.613,14.93,8.76,,10,6,,13,2,,5,7,,2269,2052,,,849,1823,0.466,165,503,0.328,406,577,0.704,382.0,1045,518,286,136,490.0,569.0,2000,True
140,Loyola (IL),28,14,14,0.5,-4.33,-0.72,,4,10,,12,3,,1,9,,1853,1954,,1125,666,1548,0.43,149,470,0.317,372,522,0.713,321.0,964,407,176,84,,537.0,2000,False
141,Loyola (MD),28,7,21,0.25,-15.44,-5.94,,4,14,,4,7,,1,13,,1833,2099,,1125,672,1561,0.43,131,447,0.293,358,599,0.598,326.0,982,373,205,141,478.0,487.0,2000,False
142,Loyola Marymount,28,2,26,0.071,-16.42,3.24,,0,14,,2,11,,0,14,,1744,2232,,1120,571,1584,0.36,150,494,0.304,452,675,0.67,350.0,984,317,140,79,479.0,568.0,2000,False
143,Maine,31,24,7,0.774,-3.06,-10.06,,15,3,,9,1,,10,4,,2362,2141,,1255,851,1744,0.488,247,660,0.374,413,549,0.752,307.0,1056,478,260,79,486.0,496.0,2000,False
144,Manhattan,27,12,15,0.444,-3.91,-6.94,,9,9,,8,4,,4,8,,2080,1998,,1105,765,1701,0.45,193,567,0.34,357,537,0.665,363.0,960,429,254,82,435.0,663.0,2000,False
145,Marist,28,14,14,0.5,-6.21,-6.54,,10,8,,9,4,,5,9,,1963,1954,,1125,704,1671,0.421,141,439,0.321,414,619,0.669,373.0,1052,375,237,131,400.0,513.0,2000,False
146,Marquette,29,15,14,0.517,7.21,6.83,,8,8,,12,4,,3,9,,1820,1809,,1170,668,1590,0.42,179,512,0.35,305,472,0.646,417.0,1070,360,166,44,452.0,592.0,2000,False
147,Marshall,30,21,9,0.7,5.05,-0.16,,11,7,,13,2,,5,5,,2442,2216,,1210,885,1858,0.476,246,631,0.39,426,602,0.708,366.0,1120,489,239,114,415.0,554.0,2000,False
148,Maryland NCAA,35,25,10,0.714,17.93,9.44,,11,5,,17,1,,4,5,,2683,2386,,1410,1001,2151,0.465,195,553,0.353,486,710,0.685,476.0,1354,667,355,235,570.0,638.0,2000,True
149,Maryland-Baltimore County,29,11,18,0.379,-8.43,-7.36,,7,11,,5,7,,6,9,,1879,1864,,1165,679,1557,0.436,120,373,0.322,401,609,0.658,377.0,1100,392,204,145,496.0,560.0,2000,False
150,Maryland-Eastern Shore,29,12,17,0.414,-17.65,-10.89,,8,10,,6,5,,5,9,,1919,2115,,,647,1578,0.41,152,391,0.389,473,718,0.659,375.0,989,264,212,79,468.0,531.0,2000,False
151,Massachusetts,33,17,16,0.515,7.83,5.04,,9,7,,6,6,,8,8,,2264,2138,,1325,824,1919,0.429,160,472,0.339,456,701,0.65,441.0,1175,416,296,133,480.0,621.0,2000,False
152,McNeese State,27,6,21,0.222,-15.13,-4.43,,5,13,,4,8,,2,13,,1771,2060,,1080,660,1527,0.432,169,473,0.357,282,451,0.625,260.0,909,351,228,71,479.0,487.0,2000,False
153,Memphis,31,15,16,0.484,6.37,5.64,,7,9,,11,6,,4,8,,2270,2230,,1245,811,1931,0.42,168,492,0.341,480,729,0.658,467.0,1204,449,238,137,527.0,608.0,2000,False
154,Mercer,33,12,21,0.364,-10.84,-5.77,,7,11,,5,6,,5,11,,2259,2371,,,832,2007,0.415,205,637,0.322,390,565,0.69,468.0,1260,422,254,81,507.0,595.0,2000,False
155,Miami (FL) NCAA,34,23,11,0.676,11.83,5.39,,13,3,,11,4,,8,3,,2346,2127,,1365,849,1971,0.431,132,440,0.3,516,690,0.748,489.0,1282,498,286,126,504.0,615.0,2000,True
156,Miami (OH),30,15,15,0.5,4.73,3.6,,8,10,,7,5,,6,9,,1920,1886,,1235,673,1612,0.417,222,598,0.371,352,480,0.733,340.0,1020,362,150,56,,,2000,False
157,Michigan,29,15,14,0.517,5.27,9.27,,6,10,,12,5,,3,8,,2190,2306,,1185,780,1708,0.457,174,507,0.343,456,668,0.683,337.0,1082,414,156,123,492.0,621.0,2000,False
158,Michigan State NCAA,39,32,7,0.821,25.04,9.91,,13,3,,14,0,,6,6,,2889,2299,,1570,1018,2148,0.474,253,669,0.378,600,816,0.735,521.0,1521,602,256,105,569.0,721.0,2000,True
159,Middle Tennessee,28,15,13,0.536,-2.4,-2.4,,10,8,,11,3,,4,9,,2143,2121,,1140,746,1613,0.462,193,533,0.362,458,625,0.733,338.0,939,484,278,101,461.0,560.0,2000,False
160,Milwaukee,29,15,14,0.517,2.17,1.67,,6,8,,10,3,,3,10,,2050,2002,,1165,656,1578,0.416,256,701,0.365,482,658,0.733,318.0,921,389,182,27,356.0,512.0,2000,False
161,Minnesota,28,12,16,0.429,6.77,9.62,,4,12,,11,4,,1,11,,1965,2045,,,738,1624,0.454,118,380,0.311,371,585,0.634,385.0,1068,449,186,151,478.0,531.0,2000,False
162,Mississippi,33,19,14,0.576,7.86,6.52,,5,11,,15,4,,2,9,,2355,2271,,1325,827,1873,0.442,196,588,0.333,505,778,0.649,438.0,1237,454,244,122,546.0,703.0,2000,False
163,Mississippi State,30,14,16,0.467,7.12,5.29,,5,11,,10,4,,2,8,,2168,2113,,1205,803,1772,0.453,200,593,0.337,362,541,0.669,404.0,1113,385,184,105,456.0,521.0,2000,False
164,Mississippi Valley State,27,6,21,0.222,-16.61,-8.5,,7,11,,5,4,,2,15,,1973,2200,,,727,1966,0.37,213,700,0.304,306,497,0.616,524.0,1165,296,230,151,454.0,610.0,2000,False
165,Missouri NCAA,31,18,13,0.581,12.55,8.22,,10,6,,10,5,,5,4,,2302,2168,,1245,771,1822,0.423,291,804,0.362,469,661,0.71,335.0,1039,426,275,61,412.0,601.0,2000,True
166,Missouri State,34,23,11,0.676,7.52,4.08,,13,5,,13,3,,6,6,,2257,2140,,1360,800,1788,0.447,220,585,0.376,437,650,0.672,379.0,1272,462,261,136,,,2000,False
167,Monmouth,28,12,16,0.429,-10.29,-7.51,,9,9,,7,5,,5,9,,1624,1702,,1130,564,1368,0.412,173,535,0.323,323,484,0.667,281.0,854,344,216,70,453.0,,2000,False
168,Montana,28,17,11,0.607,2.4,0.47,,12,4,,11,4,,6,6,,2026,1942,,1140,678,1475,0.46,197,493,0.4,473,659,0.718,314.0,1016,428,173,70,436.0,493.0,2000,False
169,Montana State,29,12,17,0.414,-3.92,0.73,,4,12,,10,3,,1,10,,2223,2242,,1165,763,1685,0.453,216,573,0.377,481,609,0.79,251.0,943,527,169,58,402.0,496.0,2000,False
170,Morehead State,27,9,18,0.333,-7.74,-3.16,,4,14,,6,7,,3,11,,2042,2095,,1090,714,1514,0.472,224,560,0.4,390,515,0.757,256.0,823,459,208,36,398.0,467.0,2000,False
171,Morgan State,29,5,24,0.172,-21.56,-8.97,,5,13,,4,8,,1,15,,1884,2247,,,680,1659,0.41,141,451,0.313,383,599,0.639,364.0,1054,328,212,87,560.0,629.0,2000,False
172,Mount St. Mary's,29,9,20,0.31,-15.01,-6.18,,7,11,,5,6,,3,11,,1883,2139,,,690,1727,0.4,181,615,0.294,322,464,0.694,359.0,1112,337,189,82,,,2000,False
173,Murray State,32,23,9,0.719,3.42,-2.39,,14,4,,11,2,,8,4,,2542,2335,,1290,905,1957,0.462,200,623,0.321,532,722,0.737,456.0,1219,455,224,87,464.0,545.0,2000,False
174,Navy,29,23,6,0.793,2.31,-8.17,,11,1,,15,2,,7,4,,2203,1848,,,771,1695,0.455,104,303,0.343,557,862,0.646,459.0,1234,429,352,198,585.0,583.0,2000,False
175,NC State,34,20,14,0.588,12.96,7.49,,6,10,,16,3,,3,8,,2347,2161,,,821,1920,0.428,187,560,0.334,518,789,0.657,453.0,1234,431,311,156,540.0,605.0,2000,False
176,Nebraska,30,11,19,0.367,1.17,6.83,,4,12,,10,6,,0,9,,2050,2220,,,737,1729,0.426,144,434,0.332,432,700,0.617,450.0,1217,406,222,145,529.0,574.0,2000,False
177,Nevada,29,9,20,0.31,-4.29,1.5,,6,10,,7,8,,2,12,,1873,2023,,1170,624,1660,0.376,163,514,0.317,462,634,0.729,394.0,1053,321,160,51,399.0,593.0,2000,False
178,Nevada-Las Vegas NCAA,31,23,8,0.742,9.74,2.52,,10,4,,16,2,,6,4,,2548,2324,,1240,929,2043,0.455,167,528,0.316,523,768,0.681,463.0,1302,623,263,139,549.0,626.0,2000,True
179,New Hampshire,28,3,25,0.107,-25.48,-6.09,,2,16,,2,11,,1,11,,1811,2353,,1120,630,1758,0.358,198,639,0.31,353,522,0.676,379.0,1002,333,222,101,510.0,563.0,2000,False
180,New Mexico,32,18,14,0.563,7.96,4.18,,9,5,,13,7,,5,6,,2323,2185,,1280,811,1782,0.455,155,459,0.338,546,769,0.71,359.0,1151,362,232,145,464.0,667.0,2000,False
181,New Mexico State,32,22,10,0.688,6.25,2.0,,11,5,,13,2,,7,7,,2265,2096,,1295,820,1853,0.443,204,541,0.377,421,660,0.638,452.0,1198,404,223,71,437.0,621.0,2000,False
182,New Orleans,29,11,18,0.379,-4.82,-3.06,,6,10,,7,6,,2,11,,1738,1789,,1165,610,1407,0.434,155,407,0.381,363,507,0.716,,890,364,194,82,454.0,499.0,2000,False
183,Niagara,29,17,12,0.586,-6.55,-5.38,,10,8,,10,2,,6,10,,2241,2275,,1195,753,1796,0.419,229,685,0.334,506,703,0.72,409.0,1065,406,233,117,464.0,606.0,2000,False
184,Nicholls State,28,11,17,0.393,-10.04,-4.5,,8,10,,7,5,,4,11,,1769,1846,,1125,658,1652,0.398,123,368,0.334,330,556,0.594,414.0,994,341,273,71,456.0,527.0,2000,False
185,Norfolk State,28,12,16,0.429,-16.2,-11.37,,11,7,,4,5,,8,8,,2128,2259,,1135,777,1860,0.418,144,480,0.3,430,698,0.616,434.0,1068,319,243,91,437.0,549.0,2000,False
186,North Carolina NCAA,36,22,14,0.611,17.0,11.8,,9,7,,7,5,,5,5,,2715,2528,,1450,1014,2066,0.491,169,492,0.343,518,740,0.7,436.0,1394,609,210,178,536.0,580.0,2000,True
187,North Carolina A&T,29,14,15,0.483,-11.86,-12.15,,11,8,,6,3,,6,10,,2187,2187,,1175,786,1802,0.436,129,395,0.327,486,725,0.67,403.0,988,381,264,75,531.0,403.0,2000,False
188,North Texas,27,7,20,0.259,-10.85,2.07,,5,11,,5,7,,1,12,,2040,2389,,1085,754,1810,0.417,176,568,0.31,356,535,0.665,399.0,1034,394,212,93,451.0,490.0,2000,False
189,Northeastern,28,7,21,0.25,-14.45,-8.41,,5,13,,4,8,,3,12,,1855,2024,,1125,714,1599,0.447,117,348,0.336,310,448,0.692,324.0,911,344,237,114,478.0,565.0,2000,False
190,Northern Arizona NCAA,31,20,11,0.645,4.34,1.37,,11,5,,14,2,,3,8,,2280,2134,,1245,775,1626,0.477,263,673,0.391,467,622,0.751,295.0,1101,493,120,96,514.0,574.0,2000,True
191,Northern Illinois,28,13,15,0.464,1.0,1.56,,7,11,,8,4,,4,11,,1943,1919,,1135,707,1699,0.416,153,451,0.339,376,546,0.689,408.0,1078,368,220,78,454.0,561.0,2000,False
192,Northern Iowa,29,14,15,0.483,0.93,2.52,,7,11,,10,4,,2,10,,1798,1844,,1170,624,1425,0.438,123,362,0.34,427,598,0.714,254.0,921,326,174,89,422.0,502.0,2000,False
193,Northwestern,30,5,25,0.167,-4.86,8.14,,0,16,,5,13,,0,9,,1545,1935,,1205,525,1426,0.368,161,504,0.319,334,483,0.692,245.0,892,367,146,83,484.0,534.0,2000,False
194,Northwestern State,30,17,13,0.567,-7.88,-6.06,,11,7,,11,2,,5,10,,1990,2003,,,719,1775,0.405,147,487,0.302,405,624,0.649,425.0,1105,422,315,111,506.0,625.0,2000,False
195,Notre Dame,37,22,15,0.595,9.57,6.38,,8,8,,17,4,,3,7,,2636,2518,,1490,896,1921,0.466,287,752,0.382,557,751,0.742,385.0,1322,643,287,110,656.0,626.0,2000,False
196,Oakland,30,13,17,0.433,-4.74,-1.32,,11,5,,6,5,,7,10,,2163,2254,,1225,703,1719,0.409,271,805,0.337,486,654,0.743,312.0,1004,442,224,52,486.0,568.0,2000,False
197,Ohio,33,20,13,0.606,7.5,3.53,,11,7,,11,2,,5,8,,2386,2255,,1355,782,1804,0.433,221,647,0.342,601,895,0.672,441.0,1280,517,243,103,565.0,694.0,2000,False
198,Ohio State NCAA,30,23,7,0.767,17.55,6.55,,13,3,,15,2,,7,3,,2182,1852,,1200,797,1748,0.456,145,456,0.318,443,629,0.704,381.0,1126,387,194,200,377.0,521.0,2000,True
199,Oklahoma NCAA,34,27,7,0.794,19.25,6.63,,12,4,,13,2,,6,3,,2546,2117,,1375,917,2004,0.458,263,687,0.383,449,632,0.71,443.0,1254,525,241,89,435.0,643.0,2000,True
200,Oklahoma State NCAA,34,27,7,0.794,20.01,6.59,,12,4,,17,1,,6,3,,2620,2117,,1360,933,1946,0.479,216,559,0.386,538,768,0.701,393.0,1311,642,260,122,484.0,578.0,2000,True
201,Old Dominion,30,11,19,0.367,-3.63,-1.9,,6,10,,7,5,,3,12,,1942,1994,,1220,681,1572,0.433,120,390,0.308,460,689,0.668,352.0,1048,383,214,100,452.0,539.0,2000,False
202,Oral Roberts,30,13,17,0.433,-6.09,-4.23,,8,8,,8,4,,3,9,,2169,2193,,,758,1728,0.439,239,651,0.367,414,621,0.667,298.0,1011,467,199,54,452.0,554.0,2000,False
203,Oregon NCAA,30,22,8,0.733,14.74,8.53,,13,5,,12,3,,8,4,,2269,2047,,1215,808,1722,0.469,172,552,0.312,481,646,0.745,336.0,1037,491,206,88,469.0,592.0,2000,True
204,Oregon State,29,13,16,0.448,6.7,8.74,,5,13,,9,7,,2,8,,2005,2016,,1170,708,1597,0.443,206,571,0.361,383,583,0.657,322.0,1004,447,221,84,476.0,608.0,2000,False
205,Pacific,29,11,18,0.379,-3.35,-0.6,,6,10,,7,6,,3,11,,1809,1882,,1165,622,1503,0.414,173,567,0.305,392,573,0.684,330.0,1015,361,120,38,395.0,520.0,2000,False
206,Penn State,35,19,16,0.543,10.08,8.82,,5,11,,13,4,,2,10,,2572,2528,,,879,1994,0.441,235,676,0.348,579,811,0.714,403.0,1222,526,279,105,536.0,636.0,2000,False
207,Pennsylvania NCAA,29,21,8,0.724,4.0,-2.89,,14,0,,11,2,,9,4,,1942,1742,,,707,1565,0.452,189,538,0.351,339,526,0.644,310.0,1056,436,158,119,369.0,475.0,2000,True
208,Pepperdine NCAA,34,25,9,0.735,13.11,3.34,,12,2,,12,2,,9,4,,2481,2149,,1365,929,2094,0.444,237,688,0.344,386,577,0.669,420.0,1295,494,319,99,504.0,659.0,2000,True
209,Pittsburgh,28,13,15,0.464,3.98,4.41,,5,11,,10,7,,3,7,,1864,1876,,1120,688,1604,0.429,174,543,0.32,314,504,0.623,383.0,1045,459,215,60,465.0,447.0,2000,False
210,Portland,28,10,18,0.357,-3.84,1.92,,4,10,,9,5,,1,12,,1789,1851,,1125,641,1544,0.415,137,452,0.303,370,566,0.654,331.0,953,389,186,104,390.0,502.0,2000,False
211,Portland State,29,15,14,0.517,-0.39,-0.09,,7,9,,9,5,,5,7,,2158,2099,,1165,737,1613,0.457,184,550,0.335,500,745,0.671,351.0,1012,457,222,67,474.0,638.0,2000,False
212,Prairie View,27,7,20,0.259,-22.06,-11.13,,5,13,,4,6,,2,14,,2121,2376,,,773,1878,0.412,174,596,0.292,401,639,0.628,445.0,1189,315,253,134,572.0,609.0,2000,False
213,Princeton,30,19,11,0.633,3.0,-2.93,,11,3,,11,2,,7,6,,1850,1637,,1215,652,1417,0.46,245,667,0.367,301,446,0.675,198.0,894,505,238,146,387.0,474.0,2000,False
214,Providence,30,11,19,0.367,1.04,5.28,,4,12,,7,9,,4,7,,1925,1988,,1210,728,1822,0.4,136,448,0.304,333,532,0.626,461.0,1141,383,245,141,532.0,628.0,2000,False
215,Purdue NCAA,34,24,10,0.706,16.87,9.56,,12,4,,12,2,,8,4,,2505,2246,,1370,849,1914,0.444,206,589,0.35,601,879,0.684,473.0,1225,482,261,104,505.0,597.0,2000,True
216,Quinnipiac,28,18,10,0.643,-10.09,-9.2,,12,6,,10,3,,7,7,,2059,2068,,1140,739,1598,0.462,132,372,0.355,449,654,0.687,322.0,1009,466,220,105,520.0,627.0,2000,False
217,Radford,28,18,10,0.643,-5.99,-7.92,,12,2,,9,1,,8,8,,2057,1975,,1120,709,1640,0.432,211,594,0.355,428,628,0.682,350.0,991,372,257,117,543.0,543.0,2000,False
218,Rhode Island,30,5,25,0.167,-8.54,5.73,,2,14,,1,10,,2,12,,1869,2297,,,673,1662,0.405,128,390,0.328,395,632,0.625,356.0,1044,331,209,111,541.0,539.0,2000,False
219,Rice,27,5,22,0.185,-9.42,3.26,,1,13,,5,7,,0,13,,1554,1836,,1095,536,1430,0.375,123,419,0.294,359,518,0.693,353.0,1019,310,152,70,511.0,558.0,2000,False
220,Richmond,30,18,12,0.6,2.42,-1.55,,11,5,,8,6,,7,5,,2011,1892,,1210,729,1615,0.451,220,600,0.367,333,478,0.697,313.0,986,448,199,155,407.0,472.0,2000,False
221,Rider,30,16,14,0.533,-6.6,-6.7,,8,10,,8,4,,6,9,,2116,2113,,1210,724,1614,0.449,190,531,0.358,478,699,0.684,337.0,1001,432,256,105,485.0,600.0,2000,False
222,Robert Morris,30,18,12,0.6,-5.8,-7.8,,13,5,,9,3,,7,6,,2123,2010,,1230,766,1714,0.447,143,437,0.327,448,641,0.699,314.0,1069,470,241,56,419.0,524.0,2000,False
223,Rutgers,31,15,16,0.484,6.62,4.4,,6,10,,8,5,,4,7,,2175,2106,,,743,1679,0.443,182,488,0.373,507,777,0.653,390.0,1110,455,224,107,475.0,610.0,2000,False
224,Sacramento State,27,9,18,0.333,-7.38,0.54,,3,13,,7,6,,1,12,,1676,1854,,,616,1548,0.398,147,467,0.315,297,442,0.672,316.0,886,320,240,95,,,2000,False
225,Sacred Heart,28,3,25,0.107,-23.24,-6.77,,2,16,,3,11,,0,14,,1853,2315,,,683,1610,0.424,145,444,0.327,342,544,0.629,338.0,999,393,200,86,550.0,493.0,2000,False
226,Saint Francis (PA),28,10,18,0.357,-11.68,-8.14,,7,11,,7,6,,3,11,,1805,1904,,,648,1541,0.421,187,518,0.361,322,456,0.706,309.0,904,403,171,60,361.0,453.0,2000,False
227,Saint Joseph's,29,13,16,0.448,5.45,5.72,,7,9,,6,7,,4,9,,2043,2051,,,699,1671,0.418,216,612,0.353,429,602,0.713,388.0,1083,443,154,77,,,2000,False
228,Saint Louis NCAA,33,19,14,0.576,8.99,8.39,,7,9,,13,3,,2,9,,2124,2104,,1325,729,1696,0.43,146,432,0.338,520,758,0.686,394.0,1164,401,254,126,586.0,665.0,2000,True
229,Saint Mary's (CA),28,8,20,0.286,-7.4,2.19,,3,11,,7,5,,1,14,,1701,1942,,,597,1594,0.375,191,563,0.339,316,475,0.665,362.0,1119,352,163,98,,,2000,False
230,Saint Peter's,28,5,23,0.179,-14.31,-5.31,,2,16,,4,9,,1,13,,1958,2210,,1125,739,1675,0.441,70,274,0.255,410,552,0.743,345.0,968,420,200,87,454.0,559.0,2000,False
231,Sam Houston,29,22,7,0.759,-0.74,-5.44,,15,3,,12,1,,8,5,,2130,1968,,,750,1612,0.465,175,499,0.351,455,690,0.659,354.0,1120,495,293,73,508.0,597.0,2000,False
232,Samford NCAA,32,21,11,0.656,3.2,-5.8,,12,6,,10,2,,6,6,,2323,1998,,,825,1649,0.5,313,804,0.389,360,515,0.699,267.0,996,543,230,102,438.0,532.0,2000,True
233,San Diego,29,20,9,0.69,7.3,0.45,,10,4,,11,2,,7,5,,2049,1815,,,673,1538,0.438,181,502,0.361,522,767,0.681,370.0,1135,380,181,69,456.0,543.0,2000,False
234,San Diego State,28,5,23,0.179,-9.09,4.54,,0,14,,5,10,,0,13,,1745,2097,,1135,619,1513,0.409,120,401,0.299,387,569,0.68,291.0,884,376,202,64,494.0,548.0,2000,False
235,San Francisco,28,19,9,0.679,6.22,0.67,,7,7,,11,4,,8,5,,2004,1811,,1125,682,1521,0.448,156,431,0.362,484,703,0.688,366.0,1087,417,216,109,473.0,539.0,2000,False
236,San Jose State,30,15,15,0.5,0.98,3.79,,6,8,,10,3,,4,9,,1797,1792,,,666,1595,0.418,131,406,0.323,334,572,0.584,390.0,1097,318,138,87,410.0,531.0,2000,False
237,Santa Clara,31,19,12,0.613,3.71,3.51,,9,5,,11,4,,6,6,,2049,2026,,,703,1765,0.398,181,560,0.323,462,663,0.697,380.0,1158,417,217,70,413.0,626.0,2000,False
238,Seton Hall NCAA,32,22,10,0.688,10.64,5.11,,10,6,,13,4,,5,2,,2295,2118,,1300,807,1865,0.433,250,685,0.365,431,636,0.678,431.0,1211,458,225,198,476.0,551.0,2000,True
239,Siena,33,24,9,0.727,1.23,-4.62,,15,3,,16,2,,7,5,,2862,2669,,1330,961,2166,0.444,283,721,0.393,657,876,0.75,495.0,1338,585,297,117,590.0,790.0,2000,False
240,South Alabama,30,20,10,0.667,0.41,-3.15,,13,3,,12,2,,7,7,,2083,1976,,1215,731,1561,0.468,166,442,0.376,455,688,0.661,342.0,969,443,247,52,488.0,561.0,2000,False
241,South Carolina,32,15,17,0.469,9.97,8.78,,5,11,,10,6,,2,8,,2190,2152,,,796,1821,0.437,238,668,0.356,358,584,0.613,423.0,1096,446,269,109,472.0,533.0,2000,False
242,South Carolina State NCAA,34,20,14,0.588,-10.41,-9.38,,14,5,,8,3,,8,9,,2386,2422,,1365,829,2117,0.392,213,638,0.334,515,765,0.673,590.0,1393,370,237,138,485.0,485.0,2000,True
243,South Florida,31,17,14,0.548,8.7,3.92,,8,8,,12,2,,4,10,,2393,2247,,1255,860,1878,0.458,208,572,0.364,465,726,0.64,404.0,1294,529,321,122,541.0,619.0,2000,False
244,Southeast Missouri State NCAA,31,24,7,0.774,4.41,-2.48,,14,4,,14,1,,7,5,,2154,1911,,1250,748,1680,0.445,193,558,0.346,465,662,0.702,346.0,1140,383,188,164,478.0,542.0,2000,True
245,Southeastern Louisiana,27,10,17,0.37,-13.0,-5.16,,5,13,,7,6,,3,11,,1606,1769,,1085,556,1362,0.408,171,505,0.339,323,478,0.676,303.0,901,314,212,56,,,2000,False
246,Southern,29,18,11,0.621,-14.26,-14.41,,14,4,,10,2,,6,8,,2163,2115,,,749,1727,0.434,146,414,0.353,519,817,0.635,413.0,1064,297,294,80,610.0,612.0,2000,False
247,Southern California,30,16,14,0.533,14.17,8.77,,9,9,,10,3,,4,8,,2342,2180,,1210,842,1840,0.458,190,521,0.365,468,672,0.696,402.0,1092,518,275,120,458.0,538.0,2000,False
248,Southern Illinois,33,20,13,0.606,7.53,4.29,,12,6,,10,3,,7,8,,2346,2239,,1325,806,1915,0.421,215,623,0.345,519,784,0.662,438.0,1251,512,234,66,532.0,659.0,2000,False
249,Southern Methodist,30,21,9,0.7,7.7,1.39,,9,5,,13,2,,7,6,,2318,2094,,,807,1978,0.408,192,637,0.301,512,790,0.648,547.0,1298,418,278,107,377.0,520.0,2000,False
250,Southern Mississippi,29,17,12,0.586,5.51,4.2,,7,9,,9,4,,5,7,,1921,1883,,1170,654,1550,0.422,141,417,0.338,472,673,0.701,353.0,1051,323,197,149,494.0,541.0,2000,False
251,Southern Utah,29,16,13,0.552,-3.14,-3.99,,10,6,,12,1,,2,11,,2112,2067,,1160,733,1647,0.445,219,598,0.366,427,604,0.707,324.0,900,436,354,83,459.0,625.0,2000,False
252,St. Bonaventure NCAA,31,21,10,0.677,9.45,5.29,,11,5,,11,2,,6,7,,2136,2007,,1255,767,1716,0.447,177,512,0.346,425,643,0.661,431.0,1131,386,257,87,488.0,560.0,2000,True
253,St. Francis (NY),30,18,12,0.6,-6.12,-7.98,,12,6,,8,4,,7,7,,2325,2249,,1205,822,1879,0.437,255,733,0.348,426,610,0.698,379.0,1091,470,252,94,466.0,658.0,2000,False
254,St. John's (NY) NCAA,33,25,8,0.758,14.26,6.96,,12,4,,16,1,,8,5,,2433,2192,,,929,2002,0.464,149,474,0.314,426,629,0.677,,1133,541,352,89,399.0,631.0,2000,True
255,Stanford NCAA,31,27,4,0.871,25.65,7.12,,15,3,,12,2,,10,1,,2447,1850,,1255,819,1750,0.468,245,613,0.4,564,794,0.71,399.0,1309,539,141,167,450.0,518.0,2000,True
256,Stephen F. Austin,27,6,21,0.222,-12.81,-4.97,,3,15,,3,12,,3,9,,1834,1982,,,653,1488,0.439,172,519,0.331,356,536,0.664,295.0,872,379,239,94,490.0,581.0,2000,False
257,Stetson,28,13,15,0.464,-11.94,-8.23,,8,10,,6,5,,7,8,,1912,1985,,1120,695,1664,0.418,112,342,0.327,410,634,0.647,470.0,1129,351,175,77,397.0,544.0,2000,False
258,Stony Brook,29,6,23,0.207,-17.19,-2.38,,,,,3,9,,3,12,,1648,2069,,1160,568,1480,0.384,182,544,0.335,331,515,0.643,293.0,902,320,212,62,530.0,525.0,2000,False
259,Syracuse NCAA,32,26,6,0.813,17.67,6.2,,13,3,,17,1,,7,3,,2400,2033,,1285,876,1869,0.469,171,483,0.354,477,677,0.705,440.0,1199,564,286,167,448.0,506.0,2000,True
260,TCU,32,18,14,0.563,5.91,2.81,,8,6,,12,5,,4,6,,2813,2691,,1295,966,2135,0.452,260,685,0.38,621,812,0.765,479.0,1273,609,293,204,492.0,632.0,2000,False
261,Temple NCAA,33,27,6,0.818,20.63,6.94,,14,2,,16,0,,9,4,,2260,1808,,1325,790,1913,0.413,274,787,0.348,406,619,0.656,497.0,1287,471,312,140,324.0,459.0,2000,True
262,Tennessee NCAA,33,26,7,0.788,18.93,8.12,,12,4,,14,1,,9,3,,2629,2239,,1335,909,2019,0.45,266,736,0.361,545,798,0.683,480.0,1314,481,290,193,520.0,618.0,2000,True
263,Tennessee State,29,7,22,0.241,-13.72,-2.24,,6,12,,5,5,,1,14,,1964,2297,,,658,1713,0.384,212,694,0.305,436,624,0.699,369.0,1004,331,203,62,448.0,556.0,2000,False
