Rank,School,Games,Wins,Losses,Win_Pct,SRS,SOS,Conf_W,Wins,Losses,Column_11,Wins,Losses,Home_L,Wins,Losses,Column_17,Points_For,Points_Against,Points_Dummy,Minutes_Played,FG,FGA,FG_Pct,3P,3PA,3P_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,Season,NCAA_Tournament
268,Texas NCAA,34,22,12,0.647,14.32,9.98,,10,6,,10,5,,7,3,,2657,2489,,1380,949,2096,0.453,200,544,0.368,559,814,0.687,524.0,1356,516,211,131,466,658.0,2002,True
269,Texas A&M,31,9,22,0.29,-3.02,6.91,,3,13,,5,9,,3,9,,2015,2292,,1240,730,1781,0.41,179,550,0.325,376,577,0.652,401.0,1137,458,163,113,533,634.0,2002,False
270,Texas Southern,28,11,17,0.393,-20.34,-11.52,,10,8,,8,3,,3,11,,1942,2189,,1125,670,1637,0.409,189,556,0.34,413,601,0.687,366.0,1024,345,166,43,490,514.0,2002,False
271,Texas State,28,12,16,0.429,-8.93,-6.54,,10,10,,7,5,,5,11,,2089,2104,,1125,707,1580,0.447,215,541,0.397,460,688,0.669,331.0,978,426,254,68,509,645.0,2002,False
272,Texas Tech NCAA,32,23,9,0.719,14.72,7.22,,10,6,,15,2,,6,5,,2532,2292,,,931,1999,0.466,146,388,0.376,524,768,0.682,419.0,1230,588,243,134,397,509.0,2002,True
273,Texas-Rio Grande Valley,30,20,10,0.667,-1.33,-2.23,,,,,12,2,,5,8,,2389,2197,,,847,1776,0.477,211,574,0.368,484,704,0.688,352.0,1099,489,284,106,524,608.0,2002,False
274,The Citadel,29,17,12,0.586,-0.47,-2.23,,8,8,,12,2,,4,9,,2115,1980,,,694,1673,0.415,208,611,0.34,519,731,0.71,397.0,1126,363,212,88,440,638.0,2002,False
275,Toledo,30,16,14,0.533,-0.88,0.95,,11,7,,11,2,,4,11,,2008,2052,,1215,697,1587,0.439,185,508,0.364,429,644,0.666,350.0,1005,352,235,69,507,578.0,2002,False
276,Towson,29,11,18,0.379,-13.29,-3.32,,7,11,,6,6,,4,9,,1694,1983,,1160,641,1503,0.426,94,327,0.287,318,514,0.619,308.0,992,384,209,95,527,449.0,2002,False
277,Troy,28,18,10,0.643,-3.11,-6.18,,14,6,,9,2,,8,6,,2109,2023,,1140,753,1687,0.446,258,729,0.354,345,506,0.682,307.0,952,404,265,103,371,482.0,2002,False
278,Tulane,29,14,15,0.483,3.41,6.67,,5,11,,8,7,,5,6,,2094,2129,,1175,797,1744,0.457,134,443,0.302,366,546,0.67,376.0,1049,449,238,100,482,510.0,2002,False
279,Tulsa NCAA,34,27,7,0.794,12.67,2.3,,15,3,,13,3,,10,2,,2726,2363,,1365,961,2016,0.477,259,639,0.405,545,724,0.753,373.0,1214,586,269,153,436,565.0,2002,True
280,UAB,30,13,17,0.433,5.56,2.96,,6,10,,11,4,,1,10,,2110,2032,,1210,739,1763,0.419,204,585,0.349,428,623,0.687,376.0,1117,433,231,87,448,559.0,2002,False
281,UC Irvine,32,21,11,0.656,3.44,-0.19,,13,5,,10,2,,7,6,,2220,2089,,1295,783,1652,0.474,177,477,0.371,477,698,0.683,339.0,1121,405,206,76,457,579.0,2002,False
282,UC Riverside,26,8,18,0.308,-7.17,-0.61,,5,13,,4,7,,4,10,,1678,1835,,1040,601,1398,0.43,153,482,0.317,323,501,0.645,299.0,918,330,127,116,421,512.0,2002,False
283,UC Santa Barbara NCAA,31,20,11,0.645,5.55,-0.05,,11,7,,11,2,,5,8,,2066,1889,,1240,693,1544,0.449,201,499,0.403,479,634,0.756,301.0,1078,454,171,87,423,562.0,2002,True
284,UCF,29,17,12,0.586,-1.2,-6.38,,12,8,,12,4,,5,8,,2249,2070,,1180,817,1739,0.47,200,492,0.407,415,587,0.707,346.0,1068,429,248,105,443,554.0,2002,False
285,UCLA NCAA,33,21,12,0.636,13.14,10.78,,11,7,,11,4,,5,6,,2476,2398,,1330,902,1912,0.472,223,572,0.39,449,649,0.692,393.0,1209,475,182,93,496,557.0,2002,True
286,UNC Asheville,28,13,15,0.464,-10.74,-6.67,,10,4,,8,4,,5,10,,1955,2059,,,690,1529,0.451,129,377,0.342,446,671,0.665,313.0,980,364,198,115,465,485.0,2002,False
287,UNC Greensboro,31,20,11,0.645,1.4,-2.34,,11,5,,12,1,,6,9,,2238,2122,,,763,1705,0.448,188,519,0.362,524,702,0.746,322.0,1097,448,253,116,501,559.0,2002,False
288,UNC Wilmington NCAA,33,23,10,0.697,6.17,-0.08,,14,4,,11,2,,9,7,,2240,2034,,1330,784,1803,0.435,221,592,0.373,451,655,0.689,374.0,1136,453,274,104,403,599.0,2002,True
289,UT Arlington,27,12,15,0.444,-10.35,-6.5,,9,11,,8,5,,4,10,,2059,2101,,,727,1616,0.45,136,414,0.329,469,707,0.663,372.0,1034,307,215,71,411,571.0,2002,False
290,Utah NCAA,30,21,9,0.7,10.69,5.19,,10,4,,14,2,,6,6,,2018,1839,,1205,688,1467,0.469,236,582,0.405,406,603,0.673,263.0,917,439,180,82,397,565.0,2002,True
291,Utah State,31,23,8,0.742,5.63,-1.7,,13,5,,14,2,,7,5,,2076,1800,,1245,751,1596,0.471,144,415,0.347,430,599,0.718,357.0,1116,443,155,93,424,482.0,2002,False
292,UTEP,32,10,22,0.313,-1.91,3.12,,3,15,,9,7,,0,12,,2213,2305,,1290,770,1718,0.448,150,482,0.311,523,725,0.721,317.0,1086,477,200,108,504,695.0,2002,False
293,UTSA,29,19,10,0.655,-3.25,-7.83,,13,7,,10,2,,7,8,,2229,2096,,1170,734,1750,0.419,191,587,0.325,570,887,0.643,439.0,1196,420,187,82,427,565.0,2002,False
294,Valparaiso NCAA,33,25,8,0.758,9.39,-1.24,,12,2,,11,1,,8,5,,2564,2180,,1325,893,1989,0.449,275,785,0.35,503,754,0.667,448.0,1242,570,334,136,437,567.0,2002,True
295,Vanderbilt,32,17,15,0.531,6.66,7.56,,6,10,,13,4,,2,9,,2290,2318,,1280,791,1781,0.444,282,763,0.37,426,582,0.732,315.0,1021,491,209,59,508,632.0,2002,False
296,Vermont,29,21,8,0.724,-3.74,-10.81,,13,3,,10,1,,7,5,,2186,1981,,1175,790,1769,0.447,183,525,0.349,423,579,0.731,438.0,1122,407,223,73,404,456.0,2002,False
297,Villanova,32,19,13,0.594,10.7,6.17,,7,9,,15,4,,2,8,,2266,2121,,1300,785,1699,0.462,187,477,0.392,509,686,0.742,380.0,1219,459,213,126,581,589.0,2002,False
298,Virginia,29,17,12,0.586,13.24,7.93,,7,9,,13,4,,3,7,,2308,2154,,1160,819,1770,0.463,162,487,0.333,508,707,0.719,408.0,1110,416,189,131,454,568.0,2002,False
299,Virginia Commonwealth,32,21,11,0.656,1.21,-2.37,,11,7,,15,2,,4,8,,2326,2208,,1295,811,1890,0.429,211,624,0.338,493,734,0.672,383.0,1283,393,190,176,490,613.0,2002,False
300,VMI,28,10,18,0.357,-9.1,0.34,,5,11,,7,5,,3,11,,2141,2300,,1125,775,1849,0.419,205,646,0.317,386,555,0.695,393.0,1021,436,287,81,521,595.0,2002,False
301,Virginia Tech,28,10,18,0.357,3.35,3.54,,4,12,,9,6,,1,9,,1943,1983,,1125,681,1600,0.426,194,564,0.344,387,565,0.685,418.0,1115,355,181,139,536,563.0,2002,False
302,Wagner,29,19,10,0.655,-4.45,-9.24,,15,5,,11,2,,8,8,,2362,2223,,1175,867,1861,0.466,209,570,0.367,419,591,0.709,347.0,1056,498,259,96,455,572.0,2002,False
303,Wake Forest NCAA,34,21,13,0.618,15.25,10.28,,9,7,,13,3,,5,7,,2789,2620,,1370,1001,2094,0.478,240,655,0.366,547,741,0.738,438.0,1309,553,220,140,497,655.0,2002,True
304,Washington,29,11,18,0.379,4.39,10.1,,5,13,,6,6,,4,11,,2088,2236,,1160,732,1663,0.44,177,480,0.369,447,667,0.67,359.0,1052,388,162,139,502,612.0,2002,False
305,Washington State,27,6,21,0.222,-3.06,6.95,,1,17,,6,9,,0,12,,1900,2170,,1080,649,1565,0.415,175,545,0.321,427,605,0.706,331.0,913,294,166,63,416,504.0,2002,False
306,Weber State,29,18,11,0.621,0.37,-1.94,,8,6,,10,3,,3,7,,2172,2027,,1175,741,1633,0.454,191,486,0.393,499,700,0.713,345.0,1041,409,189,29,413,604.0,2002,False
307,West Virginia,28,8,20,0.286,-1.36,5.9,,1,15,,5,8,,2,9,,2045,2209,,,741,1725,0.43,163,494,0.33,400,587,0.681,423.0,1090,396,235,103,496,547.0,2002,False
308,Western Carolina,28,12,16,0.429,-7.87,-3.0,,6,10,,6,7,,6,8,,2180,2177,,1150,780,1737,0.449,177,555,0.319,443,602,0.736,354.0,1049,438,212,116,500,541.0,2002,False
309,Western Illinois,28,12,16,0.429,-7.45,-3.06,,3,11,,9,7,,3,8,,2061,2086,,,714,1653,0.432,206,582,0.354,427,583,0.732,358.0,1009,442,157,60,401,544.0,2002,False
310,Western Kentucky NCAA,32,28,4,0.875,10.46,-0.27,,13,1,,14,0,,10,3,,2491,2069,,1295,876,1884,0.465,279,734,0.38,460,658,0.699,410.0,1229,501,228,106,456,615.0,2002,True
311,Western Michigan,30,17,13,0.567,0.75,-0.38,,10,8,,11,4,,6,8,,2206,2172,,1225,766,1792,0.427,240,660,0.364,434,606,0.716,400.0,1033,380,239,57,399,622.0,2002,False
312,Wichita State,30,15,15,0.5,0.82,0.15,,9,9,,11,3,,3,9,,2186,2166,,1215,724,1593,0.454,199,523,0.38,539,739,0.729,365.0,1065,433,153,83,468,604.0,2002,False
313,William & Mary,29,10,19,0.345,-6.07,-1.15,,7,11,,7,4,,2,13,,1827,1950,,1160,632,1617,0.391,185,579,0.32,378,590,0.641,390.0,1108,357,175,44,424,578.0,2002,False
314,Winthrop NCAA,31,19,12,0.613,-6.53,-8.2,,10,4,,9,4,,7,5,,2092,2018,,1250,725,1735,0.418,194,630,0.308,448,684,0.655,405.0,1178,359,236,129,459,602.0,2002,True
315,Wisconsin NCAA,32,19,13,0.594,10.1,9.23,,11,5,,12,1,,6,8,,2144,2101,,1295,731,1675,0.436,211,593,0.356,471,655,0.719,328.0,1032,407,188,60,414,537.0,2002,True
316,Wofford,29,11,18,0.379,-7.02,1.14,,5,11,,9,5,,1,12,,1939,2002,,1170,711,1802,0.395,178,604,0.295,339,509,0.666,353.0,1064,379,198,100,371,502.0,2002,False
317,Wright State,28,17,11,0.607,1.01,-1.58,,9,7,,11,3,,6,7,,2064,1981,,1140,698,1455,0.48,222,548,0.405,446,657,0.679,254.0,868,404,163,70,375,433.0,2002,False
318,Wyoming NCAA,31,22,9,0.71,8.62,2.72,,11,3,,14,1,,6,6,,2324,2129,,1275,795,1745,0.456,132,440,0.3,602,862,0.698,394.0,1245,418,212,136,449,614.0,2002,True
319,Xavier NCAA,32,26,6,0.813,13.91,4.1,,14,2,,13,1,,9,4,,2317,2003,,1285,777,1732,0.449,197,552,0.357,566,785,0.721,389.0,1188,400,215,143,435,507.0,2002,True
320,Yale,32,21,11,0.656,-0.08,-5.32,,11,3,,11,2,,9,5,,2394,2255,,,804,1877,0.428,228,671,0.34,558,796,0.701,420.0,1262,456,229,93,488,682.0,2002,False
321,Youngstown State,28,5,23,0.179,-12.89,-0.16,,2,14,,5,7,,0,15,,1808,2100,,1120,620,1550,0.4,143,442,0.324,425,575,0.739,308.0,907,364,181,78,404,560.0,2002,False
