Rank,School,Games,Wins,Losses,Win_Pct,SRS,SOS,Conf_W,Wins,Losses,Column_11,Wins,Losses,Home_L,Wins,Losses,Column_17,Points_For,Points_Against,Points_Dummy,Minutes_Played,FG,FGA,FG_Pct,3P,3PA,3P_Pct,FT,FTA,FT_Pct,ORB,TRB,AST,STL,BLK,TOV,PF,Season,NCAA_Tournament
131,Liberty,28,13,15,0.464,-13.62,-9.7,,5,9,,9,4,,3,10,,1847,1856,,1135,676,1594,0.424,58,231,0.251,437,660,0.662,391.0,1054,371,299,75,500.0,567.0,2001,False
132,Little Rock,29,18,11,0.621,-0.79,-3.63,,9,7,,10,3,,7,8,,2056,1849,,1165,704,1484,0.474,200,492,0.407,448,635,0.706,263.0,957,376,218,91,466.0,578.0,2001,False
133,Long Beach State,31,18,13,0.581,-1.91,-0.09,,10,6,,10,4,,6,7,,2325,2313,,1255,824,1826,0.451,178,534,0.333,499,796,0.627,402.0,1142,421,256,71,473.0,618.0,2001,False
134,Long Island University,28,12,16,0.429,-14.4,-8.57,,12,8,,8,5,,4,10,,1899,2062,,,682,1654,0.412,181,523,0.346,354,467,0.758,297.0,953,322,218,113,459.0,518.0,2001,False
135,Louisiana,29,16,13,0.552,0.59,-0.44,,10,6,,9,3,,5,7,,2226,2161,,1170,809,1795,0.451,202,617,0.327,406,675,0.601,406.0,1064,473,210,81,474.0,630.0,2001,False
136,Louisiana State,29,13,16,0.448,10.76,7.66,,2,14,,10,7,,2,8,,2069,1979,,1170,720,1624,0.443,194,544,0.357,435,629,0.692,335.0,1020,438,257,65,454.0,507.0,2001,False
137,Louisiana Tech,29,17,12,0.586,-1.22,-3.86,,10,6,,9,3,,7,7,,1982,1869,,1180,693,1521,0.456,155,468,0.331,441,646,0.683,318.0,1003,368,188,58,432.0,519.0,2001,False
138,Louisiana-Monroe,28,11,17,0.393,-14.09,-6.93,,8,12,,9,4,,2,13,,2023,2150,,,707,1651,0.428,198,550,0.36,411,650,0.632,348.0,1031,427,205,151,525.0,546.0,2001,False
139,Louisville,31,12,19,0.387,2.83,8.67,,8,8,,6,10,,5,7,,2156,2337,,1265,763,1848,0.413,190,535,0.355,440,662,0.665,416.0,1081,436,189,131,437.0,667.0,2001,False
140,Loyola (IL),28,7,21,0.25,-6.69,0.92,,2,12,,7,8,,0,11,,1932,2145,,1135,736,1709,0.431,130,434,0.3,330,502,0.657,404.0,1047,409,166,88,419.0,555.0,2001,False
141,Loyola (MD),29,6,23,0.207,-13.53,-4.66,,2,16,,4,7,,0,15,,1798,2055,,1165,636,1542,0.412,173,472,0.367,353,568,0.621,305.0,1016,384,161,104,461.0,520.0,2001,False
142,Loyola Marymount,28,9,19,0.321,-6.75,-0.23,,5,9,,5,7,,4,11,,1870,2023,,1120,655,1556,0.421,121,397,0.305,439,648,0.677,368.0,1021,396,153,56,440.0,577.0,2001,False
143,Maine,29,18,11,0.621,-4.68,-6.51,,10,8,,10,2,,7,8,,2273,2193,,,781,1687,0.463,194,573,0.339,517,717,0.721,375.0,1102,459,221,78,466.0,581.0,2001,False
144,Manhattan,29,14,15,0.483,-0.83,-3.9,,11,7,,9,3,,5,9,,2082,1993,,1160,726,1700,0.427,159,504,0.315,471,618,0.762,355.0,971,416,294,67,397.0,667.0,2001,False
145,Marist,30,17,13,0.567,-1.87,-3.94,,11,7,,13,2,,3,10,,2119,2057,,1215,759,1818,0.417,193,568,0.34,408,602,0.678,377.0,1055,470,237,113,384.0,582.0,2001,False
146,Marquette,29,15,14,0.517,6.79,6.62,,9,7,,10,6,,4,7,,1902,1897,,1185,651,1516,0.429,140,409,0.342,460,646,0.712,358.0,989,325,144,67,396.0,578.0,2001,False
147,Marshall,27,18,9,0.667,5.49,0.81,,12,6,,13,1,,5,6,,2062,1882,,1090,732,1587,0.461,167,504,0.331,431,601,0.717,320.0,1018,402,166,114,345.0,479.0,2001,False
148,Maryland NCAA,36,25,11,0.694,23.83,11.0,,10,6,,11,3,,6,4,,3067,2605,,1450,1120,2313,0.484,205,540,0.38,622,894,0.696,543.0,1478,692,322,213,523.0,713.0,2001,True
149,Maryland-Baltimore County,29,18,11,0.621,-5.53,-9.66,,13,7,,11,4,,6,6,,2259,2139,,1175,795,1761,0.451,136,430,0.316,533,767,0.695,427.0,1167,418,217,96,456.0,626.0,2001,False
150,Maryland-Eastern Shore,28,12,16,0.429,-18.2,-9.63,,10,8,,7,3,,5,12,,1862,2062,,1150,676,1638,0.413,166,517,0.321,344,530,0.649,379.0,988,318,191,48,488.0,645.0,2001,False
151,Massachusetts,30,15,15,0.5,7.88,8.05,,11,5,,7,4,,7,9,,2040,2045,,1205,713,1698,0.42,160,486,0.329,454,684,0.664,389.0,1099,399,189,152,,,2001,False
152,McNeese State,31,22,9,0.71,-1.4,-8.43,,17,3,,13,1,,8,7,,2580,2309,,,909,2046,0.444,221,624,0.354,541,761,0.711,422.0,1177,415,328,171,415.0,607.0,2001,False
153,Memphis,36,21,15,0.583,13.22,7.11,,10,6,,12,5,,6,6,,2703,2445,,1450,965,2208,0.437,196,573,0.342,577,908,0.635,531.0,1437,557,231,183,498.0,736.0,2001,False
154,Mercer,28,13,15,0.464,-7.7,-5.52,,10,8,,6,7,,7,7,,1961,1985,,1130,691,1543,0.448,165,478,0.345,414,592,0.699,338.0,1006,381,162,114,445.0,501.0,2001,False
155,Miami (FL),29,16,13,0.552,7.54,4.92,,8,8,,12,4,,4,8,,2039,1963,,1175,713,1728,0.413,206,595,0.346,407,568,0.717,397.0,1024,409,257,137,434.0,567.0,2001,False
156,Miami (OH),33,17,16,0.515,4.63,2.54,,10,8,,10,4,,4,9,,1997,1928,,1335,726,1667,0.436,132,416,0.317,413,558,0.74,337.0,1036,346,176,51,362.0,606.0,2001,False
157,Michigan,28,10,18,0.357,3.21,11.39,,4,12,,8,7,,2,8,,1983,2190,,1120,697,1546,0.451,134,418,0.321,455,642,0.709,348.0,1019,381,138,112,475.0,607.0,2001,False
158,Michigan State NCAA,33,28,5,0.848,25.12,9.54,,13,3,,17,0,,6,3,,2553,2039,,1325,957,1957,0.489,146,453,0.322,493,686,0.719,514.0,1404,579,210,133,451.0,611.0,2001,True
159,Middle Tennessee,27,5,22,0.185,-11.93,-2.09,,1,15,,4,9,,1,12,,1790,2012,,1090,646,1469,0.44,182,538,0.338,316,463,0.683,261.0,842,420,179,83,420.0,442.0,2001,False
160,Milwaukee,28,15,13,0.536,2.85,2.16,,7,7,,10,2,,5,10,,1939,1826,,,669,1603,0.417,244,666,0.366,357,546,0.654,318.0,915,410,182,82,327.0,561.0,2001,False
161,Minnesota,32,18,14,0.563,9.44,9.47,,5,11,,12,6,,5,6,,2330,2309,,1300,800,1878,0.426,248,660,0.376,482,689,0.7,385.0,1116,492,231,120,437.0,606.0,2001,False
162,Mississippi NCAA,35,27,8,0.771,15.1,9.24,,11,5,,15,1,,6,4,,2496,2262,,1415,865,1958,0.442,224,655,0.342,542,829,0.654,416.0,1227,500,285,115,500.0,719.0,2001,True
163,Mississippi State,31,18,13,0.581,13.05,8.76,,7,9,,14,4,,3,8,,2323,2190,,1245,845,1890,0.447,176,551,0.319,457,693,0.659,496.0,1277,424,205,91,479.0,605.0,2001,False
164,Mississippi Valley State,27,18,9,0.667,-9.11,-12.87,,14,4,,13,1,,5,8,,2159,2050,,,770,1878,0.41,250,713,0.351,369,530,0.696,471.0,1186,361,139,141,317.0,521.0,2001,False
165,Missouri NCAA,33,20,13,0.606,10.76,9.2,,9,7,,13,1,,3,8,,2493,2402,,1355,847,2015,0.42,279,734,0.38,520,742,0.701,466.0,1259,418,258,132,497.0,679.0,2001,True
166,Missouri State,29,13,16,0.448,0.61,2.2,,8,10,,10,4,,2,11,,1850,1896,,1160,670,1539,0.435,132,354,0.373,378,530,0.713,339.0,1013,344,126,107,402.0,555.0,2001,False
167,Monmouth NCAA,31,21,10,0.677,-3.82,-8.86,,15,5,,10,2,,8,7,,2180,2024,,1240,756,1664,0.454,201,570,0.353,467,678,0.689,300.0,1055,439,280,105,471.0,517.0,2001,True
168,Montana,27,11,16,0.407,-4.82,-2.06,,6,10,,10,5,,1,11,,1946,1974,,1100,667,1456,0.458,172,481,0.358,440,646,0.681,320.0,942,408,156,95,402.0,567.0,2001,False
169,Montana State,30,16,14,0.533,-1.09,-2.92,,8,8,,11,3,,4,9,,2257,2183,,,771,1588,0.486,226,544,0.415,489,715,0.684,274.0,927,489,206,83,466.0,613.0,2001,False
170,Morehead State,28,12,16,0.429,-8.65,-4.19,,6,10,,7,6,,5,9,,1976,2077,,1135,696,1518,0.458,174,480,0.363,410,564,0.727,280.0,851,436,206,38,457.0,489.0,2001,False
171,Morgan State,29,6,23,0.207,-17.31,-10.04,,4,15,,2,7,,2,14,,1954,2165,,,692,1593,0.434,118,345,0.342,452,702,0.644,348.0,988,308,200,82,478.0,600.0,2001,False
172,Mount St. Mary's,28,7,21,0.25,-17.24,-8.63,,7,13,,5,7,,2,13,,1779,2020,,1135,616,1594,0.386,149,471,0.316,398,575,0.692,316.0,922,303,232,117,489.0,551.0,2001,False
173,Murray State,29,17,12,0.586,-1.72,-1.5,,11,5,,11,2,,6,9,,2317,2289,,1170,860,1811,0.475,193,525,0.368,404,615,0.657,422.0,1166,469,196,132,481.0,589.0,2001,False
174,Navy,31,19,12,0.613,-1.67,-5.67,,9,3,,10,3,,8,9,,2338,2188,,,812,1842,0.441,137,462,0.297,577,889,0.649,470.0,1232,358,299,145,579.0,800.0,2001,False
175,NC State,29,13,16,0.448,12.36,10.81,,5,11,,11,6,,2,8,,2141,2096,,1170,732,1668,0.439,170,469,0.362,507,753,0.673,398.0,1099,372,234,119,482.0,579.0,2001,False
176,Nebraska,30,14,16,0.467,7.94,7.28,,7,9,,8,6,,3,9,,2134,2086,,,775,1591,0.487,184,480,0.383,400,670,0.597,381.0,1075,459,237,114,529.0,574.0,2001,False
177,Nevada,28,10,18,0.357,0.74,4.08,,3,13,,9,5,,1,12,,1980,2046,,1135,681,1690,0.403,144,422,0.341,474,705,0.672,383.0,1053,370,204,46,417.0,651.0,2001,False
178,Nevada-Las Vegas,29,16,13,0.552,4.61,5.05,,7,7,,12,3,,3,8,,2199,2169,,1175,774,1752,0.442,174,520,0.335,477,700,0.681,362.0,1101,458,215,159,445.0,614.0,2001,False
179,New Hampshire,28,7,21,0.25,-14.47,-4.9,,6,12,,5,6,,2,14,,2032,2300,,1125,686,1768,0.388,229,682,0.336,431,654,0.659,378.0,1033,406,243,76,489.0,685.0,2001,False
180,New Mexico,34,21,13,0.618,6.97,5.27,,6,8,,15,4,,4,8,,2361,2265,,1380,829,1879,0.441,183,534,0.343,520,818,0.636,384.0,1178,423,227,136,398.0,704.0,2001,False
181,New Mexico State,28,14,14,0.5,1.29,-2.56,,10,6,,7,6,,6,7,,2079,1926,,1140,753,1713,0.44,164,438,0.374,409,599,0.683,396.0,1042,354,217,107,374.0,555.0,2001,False
182,New Orleans,29,17,12,0.586,-1.85,-3.82,,10,6,,11,5,,5,6,,2012,1887,,1180,696,1524,0.457,186,444,0.419,434,638,0.68,,967,391,226,84,443.0,548.0,2001,False
183,Niagara,28,15,13,0.536,-4.98,-3.62,,12,6,,7,5,,8,8,,2099,2137,,1140,712,1739,0.409,200,622,0.322,475,691,0.687,436.0,1082,370,199,120,415.0,615.0,2001,False
184,Nicholls State,28,14,14,0.5,-12.94,-8.68,,12,8,,8,6,,6,8,,1919,1984,,,700,1618,0.433,133,385,0.345,386,627,0.616,402.0,1024,412,213,39,477.0,590.0,2001,False
185,Norfolk State,29,12,17,0.414,-12.63,-7.73,,11,7,,7,4,,4,12,,2126,2268,,,757,1761,0.43,157,482,0.326,455,691,0.658,411.0,1102,350,214,87,496.0,610.0,2001,False
186,North Carolina NCAA,33,26,7,0.788,19.95,11.77,,13,3,,12,2,,8,3,,2611,2341,,1320,945,1972,0.479,189,519,0.364,532,794,0.67,411.0,1363,576,244,184,518.0,576.0,2001,True
187,North Carolina A&T,30,13,17,0.433,-13.84,-10.97,,8,10,,8,4,,2,11,,2051,2128,,1200,726,1773,0.409,161,494,0.326,438,668,0.656,425.0,1169,350,208,71,498.0,583.0,2001,False
188,North Texas,28,4,24,0.143,-17.38,1.86,,1,15,,4,9,,0,14,,2015,2471,,1125,708,1611,0.439,107,390,0.274,492,731,0.673,351.0,990,342,200,89,552.0,517.0,2001,False
189,Northeastern,29,10,19,0.345,-11.92,-4.13,,8,10,,7,5,,2,12,,2129,2355,,1165,807,1768,0.456,148,434,0.341,367,524,0.7,360.0,935,420,264,101,510.0,510.0,2001,False
190,Northern Arizona,29,15,14,0.517,-2.23,-3.54,,8,8,,10,3,,4,8,,2109,2023,,1175,717,1512,0.474,237,571,0.415,438,611,0.717,285.0,1015,446,125,41,460.0,546.0,2001,False
191,Northern Illinois,28,5,23,0.179,-11.48,0.68,,4,14,,4,9,,1,12,,1864,2159,,,702,1595,0.44,181,509,0.356,279,442,0.631,331.0,927,335,181,99,450.0,574.0,2001,False
192,Northern Iowa,31,7,24,0.226,-5.2,2.24,,3,15,,5,7,,1,12,,1865,2086,,1260,664,1587,0.418,147,445,0.33,390,621,0.628,278.0,961,355,224,61,474.0,617.0,2001,False
193,Northwestern,30,11,19,0.367,3.39,7.89,,3,13,,8,8,,1,10,,1801,1936,,1200,622,1538,0.404,202,643,0.314,355,529,0.671,311.0,903,423,215,65,410.0,520.0,2001,False
194,Northwestern State NCAA,32,19,13,0.594,-11.1,-7.81,,11,9,,8,3,,8,9,,2292,2397,,,768,1856,0.414,175,551,0.318,581,877,0.662,410.0,1178,392,308,133,537.0,765.0,2001,True
195,Notre Dame NCAA,30,20,10,0.667,14.36,5.69,,11,5,,13,4,,6,4,,2338,2078,,1200,814,1763,0.462,219,570,0.384,491,714,0.688,370.0,1214,527,199,178,434.0,501.0,2001,True
196,Oakland,28,12,16,0.429,-6.27,-1.04,,8,8,,9,6,,3,10,,2089,2200,,1125,686,1544,0.444,219,602,0.364,498,708,0.703,294.0,924,397,166,51,425.0,572.0,2001,False
197,Ohio,30,19,11,0.633,4.78,1.51,,12,6,,12,1,,6,8,,2248,2132,,1210,771,1687,0.457,196,564,0.348,510,761,0.67,384.0,1108,446,215,146,462.0,695.0,2001,False
198,Ohio State NCAA,31,20,11,0.645,15.68,8.16,,11,5,,14,3,,5,4,,2206,1973,,1245,775,1645,0.471,169,443,0.381,487,697,0.699,355.0,1090,473,161,160,471.0,607.0,2001,True
199,Oklahoma NCAA,33,26,7,0.788,15.56,5.5,,12,4,,13,1,,5,5,,2454,2122,,1340,859,1924,0.446,242,636,0.381,494,668,0.74,420.0,1184,444,281,91,420.0,706.0,2001,True
200,Oklahoma State NCAA,30,20,10,0.667,10.83,4.73,,10,6,,15,1,,4,7,,2129,1936,,1220,767,1652,0.464,129,395,0.327,466,736,0.633,364.0,1139,406,241,115,506.0,568.0,2001,True
201,Old Dominion,31,13,18,0.419,-0.08,1.23,,7,9,,9,4,,3,11,,2094,2108,,1260,724,1726,0.419,175,534,0.328,471,683,0.69,375.0,1126,408,209,113,463.0,632.0,2001,False
202,Oral Roberts,29,10,19,0.345,-10.12,-2.62,,5,11,,7,7,,2,9,,2071,2221,,,726,1551,0.468,188,473,0.397,431,597,0.722,270.0,921,400,152,59,470.0,616.0,2001,False
203,Oregon,28,14,14,0.5,8.73,7.91,,5,13,,9,6,,5,8,,2187,2164,,1140,735,1641,0.448,208,605,0.344,509,709,0.718,334.0,1006,426,176,98,450.0,656.0,2001,False
204,Oregon State,30,10,20,0.333,4.49,8.81,,4,14,,7,7,,1,12,,1856,1913,,1210,632,1448,0.436,217,650,0.334,375,516,0.727,224.0,821,399,155,46,380.0,544.0,2001,False
205,Pacific,30,18,12,0.6,0.64,-1.07,,8,8,,10,4,,4,7,,2065,1918,,1205,701,1569,0.447,208,595,0.35,455,692,0.658,319.0,1085,404,156,58,454.0,588.0,2001,False
206,Penn State NCAA,33,21,12,0.636,12.43,10.55,,7,9,,10,4,,5,6,,2535,2473,,1330,835,1962,0.426,278,757,0.367,587,768,0.764,349.0,1069,481,279,117,407.0,657.0,2001,True
207,Pennsylvania,29,12,17,0.414,-3.1,-2.72,,9,5,,7,6,,5,10,,1925,1936,,1165,666,1582,0.421,223,639,0.349,370,595,0.622,352.0,1049,405,159,98,556.0,556.0,2001,False
208,Pepperdine,31,22,9,0.71,9.74,1.78,,12,2,,10,2,,9,6,,2344,2097,,,828,1866,0.444,214,612,0.35,474,667,0.711,399.0,1113,409,288,83,413.0,680.0,2001,False
209,Pittsburgh,33,19,14,0.576,7.38,5.19,,7,9,,13,4,,3,9,,2247,2156,,1335,820,1803,0.455,190,578,0.329,417,676,0.617,404.0,1171,496,234,123,510.0,566.0,2001,False
210,Portland,28,11,17,0.393,-5.64,0.53,,4,10,,6,7,,5,6,,1954,2058,,1140,682,1567,0.435,148,447,0.331,442,617,0.716,307.0,964,403,204,93,468.0,561.0,2001,False
211,Portland State,27,9,18,0.333,-9.5,-1.22,,6,10,,8,3,,1,15,,1910,2093,,1090,669,1533,0.436,193,546,0.353,379,548,0.692,281.0,866,410,213,82,480.0,639.0,2001,False
212,Prairie View,28,6,22,0.214,-24.49,-11.25,,5,13,,5,7,,1,15,,1974,2320,,,743,1801,0.413,166,511,0.325,322,507,0.635,384.0,1090,330,214,95,504.0,548.0,2001,False
213,Princeton NCAA,27,16,11,0.593,-2.53,-1.88,,11,3,,9,1,,6,7,,1562,1569,,1085,540,1203,0.449,218,619,0.352,264,363,0.727,174.0,692,383,180,61,340.0,456.0,2001,True
214,Providence NCAA,31,21,10,0.677,13.74,5.44,,11,5,,13,3,,8,3,,2359,2049,,1240,806,1809,0.446,249,622,0.4,498,693,0.719,391.0,1129,506,286,172,467.0,644.0,2001,True
215,Purdue,32,17,15,0.531,14.71,9.24,,6,10,,12,7,,3,7,,2391,2206,,,810,1821,0.445,205,540,0.38,566,781,0.725,339.0,1076,484,226,147,441.0,683.0,2001,False
216,Quinnipiac,27,6,21,0.222,-16.86,-9.43,,3,17,,4,8,,1,12,,1906,2086,,1085,684,1572,0.435,160,470,0.34,378,563,0.671,284.0,989,397,155,80,486.0,674.0,2001,False
217,Radford,29,19,10,0.655,-7.67,-7.78,,12,2,,11,0,,6,9,,2110,2082,,1180,723,1676,0.431,196,637,0.308,468,717,0.653,371.0,1095,391,265,136,498.0,589.0,2001,False
218,Rhode Island,30,7,23,0.233,-6.38,4.28,,3,13,,6,8,,1,12,,2090,2409,,1220,732,1777,0.412,131,473,0.277,495,713,0.694,342.0,1016,400,246,105,479.0,596.0,2001,False
219,Rice,30,14,16,0.467,2.31,3.69,,5,11,,10,5,,3,9,,1886,1915,,1205,632,1589,0.398,183,518,0.353,439,623,0.705,346.0,1061,329,197,78,414.0,616.0,2001,False
220,Richmond,29,22,7,0.759,9.08,-0.1,,12,4,,12,2,,9,4,,2029,1763,,1175,723,1580,0.458,223,600,0.372,360,509,0.707,272.0,937,470,162,139,317.0,445.0,2001,False
221,Rider,28,16,12,0.571,-4.58,-4.97,,11,7,,10,3,,6,8,,2022,2011,,1130,702,1520,0.462,148,483,0.306,470,677,0.694,309.0,982,410,203,74,410.0,410.0,2001,False
222,Robert Morris,29,7,22,0.241,-16.09,-7.3,,7,13,,5,6,,2,14,,1964,2219,,,708,1600,0.443,114,376,0.303,434,634,0.685,303.0,974,406,232,66,515.0,614.0,2001,False
223,Rutgers,27,11,16,0.407,4.75,5.24,,3,13,,8,7,,2,9,,1764,1777,,1080,627,1417,0.442,142,381,0.373,368,621,0.593,369.0,955,360,135,96,391.0,488.0,2001,False
224,Sacramento State,27,5,22,0.185,-13.24,-1.74,,2,14,,5,9,,0,13,,1905,2110,,1085,680,1598,0.426,148,477,0.31,397,619,0.641,362.0,872,377,269,68,476.0,567.0,2001,False
225,Sacred Heart,28,7,21,0.25,-19.64,-7.85,,6,14,,5,7,,2,13,,1870,2200,,1125,685,1633,0.419,173,501,0.345,327,545,0.6,365.0,984,390,165,65,465.0,585.0,2001,False
226,Saint Francis (PA),27,9,18,0.333,-14.3,-8.89,,9,11,,5,7,,4,11,,1814,1958,,1085,596,1389,0.429,192,511,0.376,430,610,0.705,299.0,887,386,151,90,418.0,474.0,2001,False
227,Saint Joseph's NCAA,33,26,7,0.788,12.73,4.46,,14,2,,13,1,,10,5,,2625,2352,,1325,905,1879,0.482,255,716,0.356,560,808,0.693,368.0,1241,590,204,128,479.0,652.0,2001,True
228,Saint Louis,31,17,14,0.548,10.03,5.91,,8,8,,11,4,,4,8,,2173,2045,,,759,1663,0.456,115,298,0.386,540,774,0.698,337.0,1101,417,204,111,451.0,681.0,2001,False
229,Saint Mary's (CA),29,2,27,0.069,-18.27,3.12,,0,14,,2,11,,0,14,,1777,2332,,,615,1652,0.372,182,596,0.305,365,602,0.606,333.0,963,330,204,58,488.0,640.0,2001,False
230,Saint Peter's,28,4,24,0.143,-13.72,-2.04,,2,16,,4,9,,0,15,,1941,2268,,1120,737,1701,0.433,155,467,0.332,312,467,0.668,342.0,897,398,193,58,451.0,609.0,2001,False
231,Sam Houston,29,16,13,0.552,-8.16,-9.23,,11,9,,11,3,,4,9,,2224,2116,,,768,1767,0.435,171,522,0.328,517,755,0.685,419.0,1177,499,281,143,504.0,677.0,2001,False
232,Samford,29,15,14,0.517,-4.08,-6.15,,11,7,,8,3,,5,9,,1890,1817,,1185,669,1431,0.468,284,770,0.369,268,423,0.634,223.0,902,482,136,73,407.0,507.0,2001,False
233,San Diego,29,16,13,0.552,4.49,0.28,,7,7,,7,6,,8,7,,2024,1875,,1160,656,1484,0.442,161,439,0.367,551,812,0.679,340.0,1049,386,175,56,432.0,630.0,2001,False
234,San Diego State,28,14,14,0.5,2.26,2.72,,4,10,,12,5,,2,8,,1925,1891,,1140,671,1508,0.445,164,467,0.351,419,636,0.659,286.0,973,427,183,89,427.0,520.0,2001,False
235,San Francisco,30,12,18,0.4,-3.87,0.81,,5,9,,7,6,,4,10,,2050,2166,,1215,697,1559,0.447,159,449,0.354,497,707,0.703,332.0,1072,378,153,148,550.0,646.0,2001,False
236,San Jose State,28,14,14,0.5,4.24,5.54,,6,10,,9,5,,5,9,,1806,1778,,1140,663,1471,0.451,120,362,0.331,360,498,0.723,310.0,980,332,134,88,410.0,524.0,2001,False
237,Santa Clara,32,20,12,0.625,2.91,2.84,,10,4,,9,4,,7,5,,2238,2222,,1300,750,1873,0.4,188,617,0.305,550,770,0.714,431.0,1255,381,200,72,474.0,691.0,2001,False
238,Seton Hall,31,16,15,0.516,6.48,6.03,,5,11,,12,4,,2,9,,2306,2292,,1245,840,2030,0.414,250,761,0.329,376,587,0.641,431.0,1278,491,217,236,432.0,520.0,2001,False
239,Siena,31,20,11,0.645,0.66,-3.28,,12,6,,11,2,,7,8,,2408,2284,,,815,1848,0.441,266,709,0.375,512,694,0.738,352.0,1115,495,214,98,473.0,702.0,2001,False
240,South Alabama,33,22,11,0.667,1.81,-0.9,,11,5,,13,4,,9,7,,2262,2131,,1340,780,1713,0.455,176,462,0.381,526,769,0.684,387.0,1104,461,299,52,537.0,642.0,2001,False
241,South Carolina,30,15,15,0.5,10.06,9.06,,6,10,,10,6,,4,8,,2042,2012,,1205,701,1682,0.417,189,625,0.302,451,670,0.673,395.0,1077,411,257,89,439.0,471.0,2001,False
242,South Carolina State,32,19,13,0.594,-7.51,-7.79,,14,4,,9,2,,7,10,,2093,2084,,1290,748,1792,0.417,163,507,0.321,438,646,0.678,432.0,1151,350,283,94,512.0,600.0,2001,False
243,South Florida,31,18,13,0.581,10.49,5.49,,9,7,,11,2,,5,8,,2305,2150,,1250,849,1864,0.455,160,496,0.323,447,742,0.602,423.0,1161,513,292,132,484.0,708.0,2001,False
244,Southeast Missouri State,30,18,12,0.6,-3.55,-5.09,,8,8,,10,4,,5,6,,2172,2045,,1210,761,1616,0.471,209,525,0.398,441,597,0.739,274.0,1008,411,151,111,431.0,531.0,2001,False
245,Southeastern Louisiana,29,8,21,0.276,-15.41,-8.59,,5,15,,4,7,,4,13,,1673,1832,,1160,584,1408,0.415,144,451,0.319,361,574,0.629,308.0,897,323,203,71,483.0,612.0,2001,False
246,Southern,27,11,16,0.407,-16.6,-14.6,,8,10,,8,5,,2,10,,1965,2019,,,669,1607,0.416,159,491,0.324,468,715,0.655,376.0,1057,330,215,83,445.0,568.0,2001,False
247,Southern California NCAA,34,24,10,0.706,16.54,10.84,,11,7,,13,3,,7,5,,2620,2420,,1370,898,1955,0.459,208,597,0.348,616,873,0.706,422.0,1250,514,259,151,512.0,617.0,2001,True
248,Southern Illinois,30,16,14,0.533,2.36,2.29,,10,8,,10,4,,6,7,,2189,2166,,1215,749,1708,0.439,180,480,0.375,511,747,0.684,371.0,1086,468,207,68,438.0,657.0,2001,False
249,Southern Methodist,30,18,12,0.6,7.79,3.93,,8,8,,10,2,,6,7,,2306,2155,,,802,1833,0.438,159,472,0.337,543,786,0.691,440.0,1212,393,194,97,378.0,529.0,2001,False
250,Southern Mississippi,31,22,9,0.71,10.99,4.52,,11,5,,12,2,,7,6,,2176,1936,,1240,720,1659,0.434,210,591,0.355,526,787,0.668,367.0,1147,418,185,126,428.0,640.0,2001,False
251,Southern Utah NCAA,31,25,6,0.806,3.01,-3.42,,13,3,,13,0,,9,5,,2243,2015,,1245,783,1602,0.489,197,493,0.4,480,673,0.713,335.0,997,462,321,87,470.0,613.0,2001,True
252,St. Bonaventure,30,18,12,0.6,7.74,4.54,,9,7,,12,2,,5,9,,2231,2135,,1210,746,1734,0.43,229,624,0.367,510,724,0.704,409.0,1048,393,231,52,408.0,583.0,2001,False
253,St. Francis (NY),29,18,11,0.621,-5.76,-8.62,,16,4,,9,2,,7,8,,2297,2214,,1175,769,1682,0.457,201,589,0.341,558,809,0.69,349.0,1060,438,256,107,529.0,664.0,2001,False
254,St. John's (NY),29,14,15,0.483,9.03,8.27,,8,8,,11,4,,2,10,,2131,2109,,1190,780,1770,0.441,147,463,0.317,424,680,0.624,,1052,432,281,84,472.0,657.0,2001,False
255,Stanford NCAA,34,31,3,0.912,25.77,9.86,,16,2,,13,2,,11,0,,2829,2226,,1360,953,1865,0.511,252,587,0.429,671,903,0.743,365.0,1244,568,187,108,438.0,778.0,2001,True
256,Stephen F. Austin,26,9,17,0.346,-13.76,-9.71,,6,14,,5,7,,3,10,,1551,1595,,1045,546,1249,0.437,109,317,0.344,350,504,0.694,264.0,852,288,189,59,431.0,472.0,2001,False
257,Stetson,29,17,12,0.586,-5.98,-7.98,,11,7,,10,3,,6,8,,2178,2086,,1185,813,1811,0.449,181,516,0.351,371,569,0.652,452.0,1168,437,186,50,416.0,512.0,2001,False
258,Stony Brook,28,17,11,0.607,-9.42,-6.81,,,,,13,1,,4,10,,1966,1884,,1140,661,1398,0.473,151,423,0.357,493,694,0.71,282.0,952,405,193,92,487.0,494.0,2001,False
259,Syracuse NCAA,34,25,9,0.735,11.15,5.82,,10,6,,15,2,,4,5,,2475,2294,,,885,2029,0.436,185,552,0.335,520,727,0.715,442.0,1213,545,325,203,441.0,681.0,2001,True
260,TCU,31,20,11,0.645,11.84,1.74,,9,7,,16,1,,3,7,,2902,2550,,1250,968,2110,0.459,268,724,0.37,698,934,0.747,465.0,1232,587,372,175,434.0,664.0,2001,False
261,Temple NCAA,37,24,13,0.649,16.2,9.77,,12,4,,12,5,,8,6,,2604,2366,,1490,926,2168,0.427,281,815,0.345,471,673,0.7,494.0,1322,416,270,138,307.0,585.0,2001,True
262,Tennessee NCAA,33,22,11,0.667,15.54,10.32,,8,8,,13,3,,6,5,,2668,2496,,,909,1980,0.459,257,697,0.369,593,872,0.68,421.0,1301,528,232,191,528.0,712.0,2001,True
